,s0,s1,s2,s3,s4
s0,1.0,0.119429360994775,,0.028572558290902484,0.1998714695613599
s1,0.119429360994775,1.0,,0.0408746699670531,0.003609888229948491
s2,,,1.0,,
s3,0.028572558290902484,0.0408746699670531,,1.0,-0.03104607193995528
s4,0.1998714695613599,0.003609888229948491,,-0.03104607193995528,1.0
