,s0,s1,s2,s3,s4
s0,1.0,-0.04594118408609527,0.13705899400852883,0.014426124575546621,-0.08649135846767649
s1,-0.04594118408609527,1.0,0.010573826136273274,-0.17105252608494784,-0.14037523420100245
s2,0.13705899400852883,0.010573826136273274,1.0,0.07852086828686772,-0.07119868196834646
s3,0.014426124575546621,-0.17105252608494784,0.07852086828686772,1.0,-0.13827647777464525
s4,-0.08649135846767649,-0.14037523420100245,-0.07119868196834646,-0.13827647777464525,1.0
