,s0,s1,s2,s3,s4
s0,1.0,-0.01843049347983095,-0.17506326959385882,0.13438639173062628,0.20028304558893786
s1,-0.01843049347983095,1.0,0.17485126470184265,-0.07578300845850887,-0.08395196571119887
s2,-0.17506326959385882,0.17485126470184265,1.0,-0.04343668736113055,-0.04939109382300811
s3,0.13438639173062628,-0.07578300845850887,-0.04343668736113055,1.0,0.018272508433207612
s4,0.20028304558893786,-0.08395196571119887,-0.04939109382300811,0.018272508433207612,1.0
