,s0,s1,s2,s3,s4
s0,1.0,0.014007562737573028,0.17551604516141206,0.12672681859626878,-0.2665015837224432
s1,0.014007562737573028,1.0,-0.056767201969481026,-0.1627459560525717,-0.11191769643646546
s2,0.17551604516141206,-0.056767201969481026,1.0,0.17870030922777494,-0.04454812435094852
s3,0.12672681859626878,-0.1627459560525717,0.17870030922777494,1.0,-0.12845961644174603
s4,-0.2665015837224432,-0.11191769643646546,-0.04454812435094852,-0.12845961644174603,1.0
