query_idx,query_id,query_class,rank,neighbor_id,neighbor_class,cosine,same_class
366,GTEX-WEY5-0008-SM-4LMKC,Normal Tissue,5,GTEX-P4QS-0008-SM-48TDY,Normal Tissue,0.9971972703933716,True
366,GTEX-WEY5-0008-SM-4LMKC,Normal Tissue,6,GTEX-W5X1-0008-SM-4LMKA,Normal Tissue,0.9957975745201111,True
366,GTEX-WEY5-0008-SM-4LMKC,Normal Tissue,7,GTEX-WXYG-0008-SM-4ONDU,Normal Tissue,0.9956006407737732,True
366,GTEX-WEY5-0008-SM-4LMKC,Normal Tissue,8,GTEX-ZVP2-0008-SM-51MSL,Normal Tissue,0.9954354166984558,True
366,GTEX-WEY5-0008-SM-4LMKC,Normal Tissue,9,GTEX-W5WG-0008-SM-4KL25,Normal Tissue,0.9948503971099854,True
66,GTEX-Z93S-0008-SM-4RGM5,Normal Tissue,0,GTEX-WH7G-0008-SM-4LVNM,Normal Tissue,0.9992970824241638,True
66,GTEX-Z93S-0008-SM-4RGM5,Normal Tissue,1,GTEX-Y8E4-0008-SM-4V6FW,Normal Tissue,0.9982157945632935,True
66,GTEX-Z93S-0008-SM-4RGM5,Normal Tissue,2,GTEX-XBEW-0008-SM-4AT3Y,Normal Tissue,0.9980870485305786,True
66,GTEX-Z93S-0008-SM-4RGM5,Normal Tissue,3,GTEX-QVJO-0008-SM-447AU,Normal Tissue,0.9962401390075684,True
66,GTEX-Z93S-0008-SM-4RGM5,Normal Tissue,4,GTEX-XUW1-0008-SM-4BOQH,Normal Tissue,0.9957348704338074,True
66,GTEX-Z93S-0008-SM-4RGM5,Normal Tissue,5,GTEX-W5X1-0008-SM-4LMKA,Normal Tissue,0.9946611523628235,True
66,GTEX-Z93S-0008-SM-4RGM5,Normal Tissue,6,GTEX-WCDI-0008-SM-47JYE,Normal Tissue,0.9945802092552185,True
66,GTEX-Z93S-0008-SM-4RGM5,Normal Tissue,7,GTEX-UJMC-0008-SM-4IHKK,Normal Tissue,0.9944825172424316,True
66,GTEX-Z93S-0008-SM-4RGM5,Normal Tissue,8,GTEX-ZVP2-0008-SM-51MSL,Normal Tissue,0.9941703081130981,True
66,GTEX-Z93S-0008-SM-4RGM5,Normal Tissue,9,GTEX-WVJS-0008-SM-4MVPC,Normal Tissue,0.9930371046066284,True
999,GTEX-12WSB-2926-SM-59HKL,Normal Tissue,0,GTEX-11DZ1-0126-SM-5985Q,Normal Tissue,0.9976301193237305,True
999,GTEX-12WSB-2926-SM-59HKL,Normal Tissue,1,GTEX-X4EP-0626-SM-3P621,Normal Tissue,0.9973968267440796,True
999,GTEX-12WSB-2926-SM-59HKL,Normal Tissue,2,GTEX-ZE7O-0126-SM-57WC1,Normal Tissue,0.9968093037605286,True
999,GTEX-12WSB-2926-SM-59HKL,Normal Tissue,3,GTEX-11ZUS-2626-SM-5FQUR,Normal Tissue,0.9964490532875061,True
999,GTEX-12WSB-2926-SM-59HKL,Normal Tissue,4,GTEX-X4EO-2926-SM-4E3JH,Normal Tissue,0.9960862398147583,True
999,GTEX-12WSB-2926-SM-59HKL,Normal Tissue,5,GTEX-13PVQ-0126-SM-5SIB4,Normal Tissue,0.9959568977355957,True
999,GTEX-12WSB-2926-SM-59HKL,Normal Tissue,6,GTEX-WI4N-1026-SM-3LK7N,Normal Tissue,0.9959471821784973,True
