,s0,s1,s2,s3,s4
s0,1.0,0.07163107451108267,0.023165384345402464,-0.0903652970355881,-0.054151181151405395
s1,0.07163107451108267,1.0,0.03765146924659175,-0.015316854882656205,0.031822756413806
s2,0.023165384345402464,0.03765146924659175,1.0,0.0907682056270476,-0.09313414172073776
s3,-0.0903652970355881,-0.015316854882656205,0.0907682056270476,1.0,-0.06387960838150904
s4,-0.054151181151405395,0.031822756413806,-0.09313414172073776,-0.06387960838150904,1.0
