,s0,s1,s2,s3,s4
s0,1.0,0.06595774798151148,0.0137593502140945,-0.0320925634822391,-0.12595040575282157
s1,0.06595774798151148,1.0,0.0036822474689227214,0.0075346553656313675,0.08495705202465663
s2,0.0137593502140945,0.0036822474689227214,1.0,0.08061720875893505,-0.04894400679260972
s3,-0.0320925634822391,0.0075346553656313675,0.08061720875893505,1.0,0.01053533935995737
s4,-0.12595040575282157,0.08495705202465663,-0.04894400679260972,0.01053533935995737,1.0
