,s0,s1,s2,s3,s4
s0,1.0,-0.04048440293268382,0.10531646435331742,0.05790178939321761,0.20327360177381923
s1,-0.04048440293268382,1.0,0.06311806229278803,0.027312933601713312,-0.06827749055228483
s2,0.10531646435331742,0.06311806229278803,1.0,-0.10994264103806085,0.09549624746270423
s3,0.05790178939321761,0.027312933601713312,-0.10994264103806085,1.0,0.044152519831576656
s4,0.20327360177381923,-0.06827749055228483,0.09549624746270423,0.044152519831576656,1.0
