,s0,s1,s2,s3,s4
s0,1.0,0.06499415746459361,0.12456689616302287,-0.03344045573525125,0.026598906263874834
s1,0.06499415746459361,1.0,0.06703537410309747,0.06999346085402369,0.200497056142222
s2,0.12456689616302287,0.06703537410309747,1.0,-0.03322671933196778,0.035631638985794745
s3,-0.03344045573525125,0.06999346085402369,-0.03322671933196778,1.0,-0.009008224084460923
s4,0.026598906263874834,0.200497056142222,0.035631638985794745,-0.009008224084460923,1.0
