,s0,s1,s2,s3,s4
s0,1.0,-0.01762616838564803,-0.029287674208490433,0.017477089986314264,0.02796220597505447
s1,-0.01762616838564803,1.0,0.051409593027072285,0.038967250576030774,0.14320902370912778
s2,-0.029287674208490433,0.051409593027072285,1.0,0.06754828040384009,0.03912759798116039
s3,0.017477089986314264,0.038967250576030774,0.06754828040384009,1.0,0.21285011947505422
s4,0.02796220597505447,0.14320902370912778,0.03912759798116039,0.21285011947505422,1.0
