,Primary Tumor,Metastasis,Normal Tissue,Metastasis - Primary,Tumor - Normal
LIPF,3.000000004967054,3.0000000020850313,3.000000000485716,-2.8820226205539257e-09,3.0403266570999676e-09
KDM5D,3.000000004967054,2.999999994923379,3.000000006221861,-1.0043674780746414e-08,-6.276644537450693e-09
PGLYRP4,3.000000004967054,2.9999999989225876,3.0000000014556805,-6.044466260846093e-09,4.891402838325121e-10
CELA3B,3.000000004967054,3.0000000055148903,2.9999999987478017,5.478364428768145e-10,6.4931704457649175e-09
CELA3A,3.000000004967054,3.0000000020452573,2.999999998372142,-2.921796582455727e-09,5.134013214558308e-09
CXCL9,3.000000004804557,3.0000000016059447,2.999999997985162,-3.1986124859884058e-09,5.220089249746707e-09
SFN,3.00000000364768,3.0000000047230952,2.999999996059488,1.0754153123571086e-09,8.125899508826251e-09
SERPINA12,3.0000000034148493,2.999999981786138,3.0000000019898216,-2.16287112664304e-08,-9.389327981779161e-09
SPRR1A,3.000000003259629,3.000000004195762,3.00000001102303,9.361329489365744e-10,-7.295334558676814e-09
KRT71,3.000000001809591,2.999999998069,3.0000000044260138,-3.740590948098088e-09,-4.486718108154264e-09
SULT1E1,3.0000000012417636,3.000000004967054,3.000000006773611,3.725290298461914e-09,-3.669202275347061e-09
GJB4,3.0000000012417636,2.9999999988495425,2.999999987853675,-2.392221087887947e-09,1.2191978093767375e-08
RP4-549L20.3,3.0,3.0,3.0,0.0,0.0
PLA1A,3.0,3.0,3.0,0.0,0.0
PAPD7,3.0,3.0,3.0,0.0,0.0
TGIF2-C20orf24,3.0,3.0,3.0,0.0,0.0
EPN3,3.0,3.0,3.0,0.0,0.0
RP11-400N13.3,3.0,3.0,3.0,0.0,0.0
RP11-1070A24.2,3.0,3.0,3.0,0.0,0.0
AC007193.6,3.0,3.0,3.0,0.0,0.0
CST2,3.0,3.0,3.0,0.0,0.0
IGLC3,3.0,3.0,3.0,0.0,0.0
RPL23AP21,3.0,3.0,3.0,0.0,0.0
TPSD1,3.0,3.0,3.0,0.0,0.0
LINC00958,3.0,3.0,3.0,0.0,0.0
RP11-841O20.2,3.0,3.0,3.0,0.0,0.0
AC072052.7,3.0,3.0,3.0,0.0,0.0
AP000936.1,3.0,3.0,3.0,0.0,0.0
KRTAP2-2,3.0,3.0,3.0,0.0,0.0
DEFB109P3,3.0,3.0,3.0,0.0,0.0
SNORA74A,3.0,3.0,3.0,0.0,0.0
AP000439.3,3.0,3.0,3.0,0.0,0.0
AZGP1P1,3.0,3.0,3.0,0.0,0.0
FETUB,3.0,3.0,3.0,0.0,0.0
WNT7B,3.0,3.0,3.0,0.0,0.0
MT1P3,3.0,3.0,3.0,0.0,0.0
CYP2C18,3.0,3.0,3.0,0.0,0.0
AL928768.3,3.0,3.0,3.0,0.0,0.0
IGLV1-36,3.0,3.0,3.0,0.0,0.0
RP11-351I24.3,3.0,3.0,3.0,0.0,0.0
CTC-327F10.5,3.0,3.0,3.0,0.0,0.0
TIMM8AP1,3.0,3.0,3.0,0.0,0.0
NTF4,3.0,3.0,3.0,0.0,0.0
SNORA65,3.0,3.0,3.0,0.0,0.0
LINC00681,3.0,3.0,3.0,0.0,0.0
PRSS8,3.0,3.0,3.0,0.0,0.0
RP11-442J21.2,3.0,3.0,3.0,0.0,0.0
TMEM45B,3.0,3.0,3.0,0.0,0.0
HOXD13,3.0,3.0,3.0,0.0,0.0
TBC1D3C,3.0,3.0,3.0,0.0,0.0
WI2-85898F10.1,3.0,3.0,3.0,0.0,0.0
FAM27B,3.0,3.0,3.0,0.0,0.0
AL132780.1,3.0,3.0,3.0,0.0,0.0
DLX3,3.0,3.0,3.0,0.0,0.0
