,s0,s1,s2,s3,s4
s0,1.0,-0.048685287083933826,0.050666934794366424,0.20145873297832698,0.20561766961541417
s1,-0.048685287083933826,1.0,0.048488331516242426,0.016554256757245197,0.07331084477969167
s2,0.050666934794366424,0.048488331516242426,1.0,-0.1395533045096056,-0.13615767748837948
s3,0.20145873297832698,0.016554256757245197,-0.1395533045096056,1.0,-0.11062423151512522
s4,0.20561766961541417,0.07331084477969167,-0.13615767748837948,-0.11062423151512522,1.0
