,s0,s1,s2,s3,s4
s0,1.0,0.01505366168461742,0.07622213328443944,-0.04799314960014142,0.19459262661969173
s1,0.01505366168461742,1.0,-0.0488340059526978,0.07971673097131231,-0.10942705447921124
s2,0.07622213328443944,-0.0488340059526978,1.0,-0.04387101480419777,0.017085583338755032
s3,-0.04799314960014142,0.07971673097131231,-0.04387101480419777,1.0,-0.17239500467580535
s4,0.19459262661969173,-0.10942705447921124,0.017085583338755032,-0.17239500467580535,1.0
