,s0,s1,s2,s3,s4
s0,1.0,0.0768417185671203,0.1363982038072819,0.012004103405287504,-0.0558938477179244
s1,0.0768417185671203,1.0,0.07231443493073039,-0.10824932984504453,0.07664469728185544
s2,0.1363982038072819,0.07231443493073039,1.0,-0.04639351814429344,0.07961362009853692
s3,0.012004103405287504,-0.10824932984504453,-0.04639351814429344,1.0,-0.2928490736779431
s4,-0.0558938477179244,0.07664469728185544,0.07961362009853692,-0.2928490736779431,1.0
